transaction_id,customer_id,amount_cad,debit_credit,transaction_datetime
2411028659944525,SYNID0105928166,8501.91,C,2024-11-02
2411020213418803,SYNID0200538935,55665.1,C,2024-11-02
2411029535335699,SYNID0106786949,3246.33,C,2024-11-02
2411021106902458,SYNID0100903412,6493.4,D,2024-11-02
2411027511079531,SYNID0109314944,13585.33,C,2024-11-02
2411027223170451,SYNID0109371258,189.74,C,2024-11-02
2411026792561567,SYNID0108957577,6437.33,C,2024-11-02
2411024219405514,SYNID0103482772,88.07,C,2024-11-02
2411024823306991,SYNID0107173210,18866.98,D,2024-11-02
2411022126756771,SYNID0200639063,2275.63,D,2024-11-02
2411024688167477,SYNID0102718219,143.56,C,2024-11-02
2411024132240286,SYNID0109815622,510.53,C,2024-11-02
2411021859420083,SYNID0200403697,9368.52,C,2024-11-02
2411025077488010,SYNID0109772930,1651.35,C,2024-11-02
2411028015003599,SYNID0200639063,108885.42,C,2024-11-02
2411020334576857,SYNID0200381116,551.41,C,2024-11-02
2411023790384403,SYNID0200900513,52027.54,D,2024-11-02
2411029931281147,SYNID0200779733,10187.12,D,2024-11-02
2411023895707249,SYNID0103673861,11879.18,C,2024-11-02
2411022008444708,SYNID0108660144,159.04,C,2024-11-02
2411029860709910,SYNID0100281120,2226.19,C,2024-11-02
2411027856087542,SYNID0200591017,33033.58,C,2024-11-02
2411025776219425,SYNID0103850995,2802.99,C,2024-11-02
2411026563069455,SYNID0102635738,690.06,C,2024-11-02
2411024027018621,SYNID0200552733,76847.17,D,2024-11-02
2411039430433439,SYNID0200672889,4203.35,C,2024-11-03
2411039089020986,SYNID0200588379,7422.89,D,2024-11-03
2411033339174977,SYNID0200917657,255.33,D,2024-11-03
2411035485652593,SYNID0200917657,1089.76,D,2024-11-03
2411033636875768,SYNID0200917657,884.2,D,2024-11-03
2411037272373090,SYNID0200917657,2156.71,D,2024-11-03
2411039019453171,SYNID0200639063,179366.86,C,2024-11-03
2411031351864197,SYNID0200639063,19246.84,C,2024-11-03
2411032660888454,SYNID0200917657,860.63,D,2024-11-03
2411034521005728,SYNID0200917657,4289.21,D,2024-11-03
2411036289370763,SYNID0200192167,11953.98,D,2024-11-03
2411036077453300,SYNID0200970806,9768.53,D,2024-11-03
2411039160175732,SYNID0200243928,7300.5,C,2024-11-03
2411033764920549,SYNID0200231662,671843.87,C,2024-11-03
2411032972259534,SYNID0100848034,521.98,D,2024-11-03
2411035923393425,SYNID0200537412,7811.11,C,2024-11-03
2411036423697661,SYNID0200759426,4372.93,D,2024-11-03
2411034277275490,SYNID0100891567,201.88,C,2024-11-03
2411038504758276,SYNID0200195508,8306.95,C,2024-11-03
2411034364355403,SYNID0200789296,533390.09,C,2024-11-03
2411037442283510,SYNID0200262883,8156.2,C,2024-11-03
2411030234065389,SYNID0200117193,1482.72,D,2024-11-03
2411036304570086,SYNID0200639789,4513.93,D,2024-11-03
2411038232616377,SYNID0200263267,9649.95,D,2024-11-03
2411036752409688,SYNID0200255943,3613.39,D,2024-11-03
2411034791550203,SYNID0200017800,49345.82,D,2024-11-03
2411038374789714,SYNID0200440091,7091.54,C,2024-11-03
2411037462920572,SYNID0200363017,4516.08,D,2024-11-03
2411034732854461,SYNID0200541246,20151.99,C,2024-11-03
2411035465020612,SYNID0200317311,5438.64,D,2024-11-03
2411030618323932,SYNID0200155033,25540.43,C,2024-11-03
2411030490749542,SYNID0200350827,3420.32,C,2024-11-03
2411034431522269,SYNID0103242278,1078.58,C,2024-11-03
2411037486241200,SYNID0200535427,1182.04,C,2024-11-03
2411032283358449,SYNID0100340251,538.21,C,2024-11-03
2411031270362220,SYNID0200639063,1240.94,D,2024-11-03
2411036521124876,SYNID0200521470,2436.5,D,2024-11-03
2411037784918636,SYNID0107446808,583.94,C,2024-11-03
2411033079208422,SYNID0200567030,23282.33,C,2024-11-03
2411037545204006,SYNID0109346581,72779.85,D,2024-11-03
2411030335719405,SYNID0200567030,95857.66,C,2024-11-03
2411032473271061,SYNID0108145877,480.5,C,2024-11-03
2411039651204426,SYNID0106548303,98.16,C,2024-11-03
2411035055347645,SYNID0107934742,77176.36,D,2024-11-03
2411036577620641,SYNID0200939175,76468.97,C,2024-11-03
2411038697858250,SYNID0200521470,5495.8,D,2024-11-03
2411033625172859,SYNID0105660335,1073.21,C,2024-11-03
2411034095635280,SYNID0103108266,22038.3,D,2024-11-03
2411037539528584,SYNID0200924084,222142.85,C,2024-11-03
2411038103779721,SYNID0200170062,1478.96,D,2024-11-03
2411039920924355,SYNID0200951869,13533.51,D,2024-11-03
2411037989264395,SYNID0200428876,11445.38,D,2024-11-03
2411033221481681,SYNID0102137975,2732.51,C,2024-11-03
2411036478702746,SYNID0200539259,105072.49,C,2024-11-03
2411037999879222,SYNID0109076264,2875.74,C,2024-11-03
2411039001236393,SYNID0105818471,1424.04,C,2024-11-03
2411032033500483,SYNID0200917657,3625.37,D,2024-11-03
2411030334297395,SYNID0200917657,799.15,D,2024-11-03
2411035247287163,SYNID0200917657,2795.54,D,2024-11-03
2411031866248831,SYNID0200903625,8108.32,C,2024-11-03
2411039607919020,SYNID0200917657,1784.35,D,2024-11-03
2411035430938715,SYNID0200868532,4740.89,D,2024-11-03
2411037831024595,SYNID0105905858,15542.66,C,2024-11-03
2411038833343309,SYNID0102193695,796.34,C,2024-11-03
2411032480874739,SYNID0200917657,384.57,D,2024-11-03
2411039118423919,SYNID0200377301,39992.15,D,2024-11-03
2411039503425274,SYNID0200822674,836.6,C,2024-11-03
2411037381827576,SYNID0200639063,5833.34,C,2024-11-03
2411034012656994,SYNID0200621856,14478.93,C,2024-11-03
2411030665350567,SYNID0109881556,4256.31,C,2024-11-03
2411046965375373,SYNID0101361349,10015.12,D,2024-11-04
2411044588455384,SYNID0102429761,4287.96,D,2024-11-04
2411046100897596,SYNID0106973237,10366.2,C,2024-11-04
2411047041467061,SYNID0200000167,23771.15,D,2024-11-04
2411043242920038,SYNID0102891633,418.75,C,2024-11-04
2411046335420972,SYNID0200483554,892.59,C,2024-11-04
2411044548984739,SYNID0200514840,5218.02,D,2024-11-04
2411046535163654,SYNID0107654293,743.68,C,2024-11-04
2411047969993614,SYNID0106640692,588.77,C,2024-11-04
2411043058690705,SYNID0105214155,11898.64,C,2024-11-04
2411045641190366,SYNID0200706232,3661.47,D,2024-11-04
2411047056302003,SYNID0100232025,910.74,D,2024-11-04
2411047827703840,SYNID0200892808,1198.06,C,2024-11-04
2411043195198410,SYNID0104423303,406.16,C,2024-11-04
2411044712553824,SYNID0100264783,12209.1,D,2024-11-04
2411045613427697,SYNID0105624869,10215.95,C,2024-11-04
2411047369360310,SYNID0104976647,1042.06,D,2024-11-04
2411041602165908,SYNID0200642224,26546.89,C,2024-11-04
2411049274185739,SYNID0107888398,2065.92,C,2024-11-04
2411045361822145,SYNID0200192167,4122.09,D,2024-11-04
2411041544966724,SYNID0200494373,415231.59,D,2024-11-04
2411048723684237,SYNID0101670212,959.45,D,2024-11-04
2411046483396634,SYNID0101234011,1020.14,C,2024-11-04
2411047971598234,SYNID0109240452,4398.6,C,2024-11-04
2411043491694869,SYNID0200640961,1115.21,C,2024-11-04
2411047612180912,SYNID0200639063,30651.95,C,2024-11-04
2411043899854744,SYNID0108558587,1030.56,D,2024-11-04
2411048203356864,SYNID0200640961,639.58,C,2024-11-04
2411046903715540,SYNID0102255152,730.43,C,2024-11-04
2411043844449444,SYNID0105891650,692.78,C,2024-11-04
2411041884093879,SYNID0200639063,151198.79,C,2024-11-04
2411044032195769,SYNID0105727017,3805.6,C,2024-11-04
2411040991511557,SYNID0200639063,175361.77,C,2024-11-04
2411049132771954,SYNID0101959136,348.96,C,2024-11-04
2411043658812640,SYNID0101904626,646.16,C,2024-11-04
2411041418200856,SYNID0200639063,93.5,C,2024-11-04
2411041370573214,SYNID0100293524,2433.14,C,2024-11-04
2411043155716260,SYNID0102803870,10011.85,D,2024-11-04
2411042560922428,SYNID0108560369,177.11,C,2024-11-04
2411044861275966,SYNID0106012458,577.91,C,2024-11-04
2411044316676575,SYNID0108586460,48.86,C,2024-11-04
2411042057549451,SYNID0108586460,1012.65,C,2024-11-04
2411048026493954,SYNID0200680099,106378.08,D,2024-11-04
2411047690536012,SYNID0200919410,21691.08,C,2024-11-04
2411043256330469,SYNID0103075959,333.11,C,2024-11-04
2411042140490029,SYNID0107954045,488.11,C,2024-11-04
2411046895314993,SYNID0108734091,486.93,C,2024-11-04
2411048541693301,SYNID0103074228,876.08,D,2024-11-04
2411046287597389,SYNID0105660335,601.03,C,2024-11-04
2411047688128289,SYNID0107241809,310.75,C,2024-11-04
2411047088708814,SYNID0100270587,766.8,D,2024-11-04
2411042362846496,SYNID0103899881,4941.46,C,2024-11-04
2411047081691636,SYNID0102548813,565.52,C,2024-11-04
2411042707619425,SYNID0106578062,778.28,D,2024-11-04
2411048020926751,SYNID0200190245,21180.91,D,2024-11-04
2411043087137701,SYNID0200876167,167132.1,D,2024-11-04
2411043186154991,SYNID0108249302,11511.87,C,2024-11-04
2411049687198680,SYNID0200706795,230373.55,C,2024-11-04
2411045642289252,SYNID0107119524,11007.14,C,2024-11-04
2411045884055018,SYNID0200521470,135442.0,D,2024-11-04
2411049393646127,SYNID0103897547,4278.35,C,2024-11-04
2411042845074394,SYNID0200170062,7264.46,C,2024-11-04
2411041343362549,SYNID0200719252,476.6,C,2024-11-04
2411045530874142,SYNID0200174977,10191.32,D,2024-11-04
2411040660635369,SYNID0200628864,23026.11,D,2024-11-04
2411045030214669,SYNID0200868799,4341.37,C,2024-11-04
2411046859353733,SYNID0103585257,4438.07,C,2024-11-04
2411042103374498,SYNID0105130745,2135.37,D,2024-11-04
2411045472135926,SYNID0200642224,6910.07,D,2024-11-04
2411040322502629,SYNID0107809895,1574.26,C,2024-11-04
2411045458745920,SYNID0200917657,4399.81,D,2024-11-04
2411042191772681,SYNID0200917657,5864.11,D,2024-11-04
2411044536990927,SYNID0200917657,1011.29,D,2024-11-04
2411045764524847,SYNID0200058698,11069.75,C,2024-11-04
2411047865474905,SYNID0200002455,146939.24,C,2024-11-04
2411041657006753,SYNID0103682329,49.91,C,2024-11-04
2411045488289388,SYNID0200593915,47250.44,D,2024-11-04
2411044670063449,SYNID0100714451,4173.32,C,2024-11-04
2411043488860864,SYNID0200974843,85054.26,C,2024-11-04
2411044693367871,SYNID0200188047,46896.37,D,2024-11-04
2411046243685130,SYNID0103150195,2020.39,C,2024-11-04
2411047542397708,SYNID0105250505,10349.51,C,2024-11-04
2411044848887797,SYNID0109053387,1388.1,C,2024-11-04
2411047039212452,SYNID0103459799,249.87,C,2024-11-04
2411046592419300,SYNID0105776196,348.37,C,2024-11-04
2411043905253796,SYNID0106738719,1132.35,C,2024-11-04
2411046550166962,SYNID0102250175,2767.99,C,2024-11-04
2411040922678727,SYNID0109641757,28060.36,C,2024-11-04
2411040404219692,SYNID0102449739,761.82,D,2024-11-04
2411043258470389,SYNID0102237042,1706.56,C,2024-11-04
2411048138429720,SYNID0104563551,597.33,C,2024-11-04
2411048455639293,SYNID0102187808,538.32,C,2024-11-04
2411048559056350,SYNID0104793363,948.79,D,2024-11-04
2411047761165065,SYNID0200117193,37407.68,C,2024-11-04
2411047484777265,SYNID0200473765,307138.45,D,2024-11-04
2411043400018992,SYNID0200194113,71562.06,D,2024-11-04
2411043890513131,SYNID0107060364,2130.59,D,2024-11-04
2411041054440398,SYNID0105637161,748.92,C,2024-11-04
2411045928652207,SYNID0101023575,262.2,C,2024-11-04
2411044449942969,SYNID0104968692,902.35,C,2024-11-04
2411048661095552,SYNID0104106561,769.9,C,2024-11-04
2411040579082656,SYNID0107702839,3742.77,C,2024-11-04
2411045183124334,SYNID0109343632,222.13,C,2024-11-04
2411045225487879,SYNID0107704602,1029.58,C,2024-11-04
2411055488848517,SYNID0200846351,14017.98,D,2024-11-05
2411054214671719,SYNID0200192167,513.76,D,2024-11-05
2411056163943684,SYNID0200117193,26469.55,D,2024-11-05
2411066398051645,SYNID0108222072,20840.66,C,2024-11-06
2411068129071750,SYNID0200695990,50715.85,D,2024-11-06
2411063640824188,SYNID0108402251,3199.12,C,2024-11-06
2411062904925927,SYNID0100331134,158631.09,D,2024-11-06
2411067240234325,SYNID0101959303,2604.89,C,2024-11-06
2411063392248800,SYNID0108830654,2071.46,C,2024-11-06
2411062440098738,SYNID0200917657,5779.26,D,2024-11-06
2411063781935951,SYNID0103809585,3292.43,C,2024-11-06
2411064006532700,SYNID0103180628,2655.09,C,2024-11-06
2411062406635596,SYNID0103673861,3447.26,C,2024-11-06
2411064266681065,SYNID0100513500,2122.76,C,2024-11-06
2411063505852183,SYNID0107845605,3689.97,C,2024-11-06
2411062352917758,SYNID0200974843,25545.83,C,2024-11-06
2411068368661784,SYNID0109405298,2207.23,C,2024-11-06
2411062758388790,SYNID0101843084,739.66,C,2024-11-06
2411063892145824,SYNID0100731625,4194.51,C,2024-11-06
2411068241681658,SYNID0101046736,3175.86,C,2024-11-06
2411060431985892,SYNID0103070426,2848.27,C,2024-11-06
2411063434858703,SYNID0100261467,1397.04,C,2024-11-06
2411062318116296,SYNID0101431251,2179.37,C,2024-11-06
2411068101716681,SYNID0108353065,1022.24,C,2024-11-06
2411069581907486,SYNID0102431447,3899.39,C,2024-11-06
2411066278901762,SYNID0200155033,26235.85,D,2024-11-06
2411065312310904,SYNID0102303661,3157.93,C,2024-11-06
2411065031663371,SYNID0109631382,1033.18,C,2024-11-06
2411069583411531,SYNID0103771994,8566.16,C,2024-11-06
2411072166014776,SYNID0104375677,1041.34,C,2024-11-07
2411079679050423,SYNID0200917657,3439.37,D,2024-11-07
2411071307305457,SYNID0200917657,2049.56,D,2024-11-07
2411072771021933,SYNID0102187808,972.14,C,2024-11-07
2411077101396355,SYNID0200917657,1250.38,D,2024-11-07
2411071552708152,SYNID0100019645,205955.52,C,2024-11-07
2411072226773146,SYNID0200726612,796.08,D,2024-11-07
2411074253881221,SYNID0200917657,4173.72,D,2024-11-07
2411078783965672,SYNID0104563551,16032.15,C,2024-11-07
2411070619621671,SYNID0100264783,1058.05,C,2024-11-07
2411073588700282,SYNID0200917657,950.35,D,2024-11-07
2411073298657496,SYNID0107365964,2327.79,C,2024-11-07
2411074017406086,SYNID0200917657,1762.99,D,2024-11-07
2411071768065180,SYNID0200917657,994.55,D,2024-11-07
2411072848451549,SYNID0200243928,8165.42,D,2024-11-07
2411074652267775,SYNID0108631517,5737.11,C,2024-11-07
2411073660496904,SYNID0108657733,215372.95,C,2024-11-07
2411077950423837,SYNID0103779617,843.84,C,2024-11-07
2411077454933212,SYNID0200917657,1438.1,D,2024-11-07
2411074869581264,SYNID0200642224,12363.5,C,2024-11-07
2411075145151924,SYNID0104733848,952.14,C,2024-11-07
2411072884391731,SYNID0200892556,5925.89,D,2024-11-07
2411070038319879,SYNID0107789398,2116.07,D,2024-11-07
2411072313656227,SYNID0200917657,3072.89,D,2024-11-07
2411071352843507,SYNID0200917657,1065.14,D,2024-11-07
2411074598626299,SYNID0107711954,1081.02,C,2024-11-07
2411070108181480,SYNID0200513227,5166.2,D,2024-11-07
2411070822999491,SYNID0108077789,206117.08,C,2024-11-07
2411070034456196,SYNID0109087042,957.52,C,2024-11-07
2411075394266883,SYNID0200674036,1863.1,D,2024-11-07
2411078388145159,SYNID0200763026,519.23,C,2024-11-07
2411078791211839,SYNID0109614758,1044.22,C,2024-11-07
2411077193281261,SYNID0108190364,12411.7,D,2024-11-07
2411074964695059,SYNID0100190705,1218.6,C,2024-11-07
2411078548432071,SYNID0200639789,177773.65,D,2024-11-07
2411079174957994,SYNID0200917657,1408.78,D,2024-11-07
2411079832747688,SYNID0200948153,125395.15,D,2024-11-07
2411071887584025,SYNID0107331162,8883.42,C,2024-11-07
2411075586960652,SYNID0200535427,11472.88,D,2024-11-07
2411072070163904,SYNID0200223705,121242.27,D,2024-11-07
2411077334178376,SYNID0200464705,29548.68,D,2024-11-07
2411074580712923,SYNID0200951869,5125.55,D,2024-11-07
2411072347872573,SYNID0200437114,334.36,C,2024-11-07
2411073051370357,SYNID0200498815,412324.37,C,2024-11-07
2411076001887808,SYNID0200521470,10381.41,D,2024-11-07
2411078908720187,SYNID0108998596,38030.65,D,2024-11-07
2411073354411698,SYNID0200071039,3855.84,C,2024-11-07
2411077539468504,SYNID0108572189,9174.33,D,2024-11-07
2411070750080668,SYNID0200917657,1867.86,D,2024-11-07
2411072497927100,SYNID0200917657,940.14,D,2024-11-07
2411071016648586,SYNID0200345105,35262.47,C,2024-11-07
2411072656151519,SYNID0105287786,87982.91,D,2024-11-07
2411079509401841,SYNID0200621069,8382.85,C,2024-11-07
2411074183279622,SYNID0102555358,1049.83,C,2024-11-07
2411074704455019,SYNID0200566608,17210.53,D,2024-11-07
2411077490582888,SYNID0103903652,4949.58,C,2024-11-07
2411073740484062,SYNID0200155033,7053.52,D,2024-11-07
2411072999937525,SYNID0200045450,3532.4,C,2024-11-07
2411074674282837,SYNID0200020394,5124.26,C,2024-11-07
2411073473703236,SYNID0104227665,13314.58,C,2024-11-07
2411073802763834,SYNID0200660991,387.71,C,2024-11-07
2411076428922784,SYNID0103150195,21342.36,C,2024-11-07
2411070783539410,SYNID0107012763,10389.37,D,2024-11-07
2411075213269647,SYNID0200206399,186394.85,D,2024-11-07
2411074477992791,SYNID0200046967,821.6,D,2024-11-07
2411077145339627,SYNID0200861750,24521.56,C,2024-11-07
2411078968065280,SYNID0109006511,1808.72,D,2024-11-07
2411077936811689,SYNID0109914698,845.09,C,2024-11-07
2411079176644253,SYNID0101105191,981.05,C,2024-11-07
2411075217793022,SYNID0105842189,3318.07,D,2024-11-07
2411071039634670,SYNID0106756650,1447.64,C,2024-11-07
2411075095502591,SYNID0200263267,26395.74,D,2024-11-07
2411071877686637,SYNID0200845936,7729.92,D,2024-11-07
2411076484654010,SYNID0200567030,199454.91,D,2024-11-07
2411074440791139,SYNID0101889402,176.26,C,2024-11-07
2411072311327328,SYNID0108145877,5690.45,C,2024-11-07
2411076374202701,SYNID0103180628,3660.73,C,2024-11-07
2411079573382909,SYNID0104858304,5724.77,C,2024-11-07
2411072596847553,SYNID0100576971,10835.05,D,2024-11-07
2411072133261064,SYNID0101889402,1379.91,C,2024-11-07
2411078864171853,SYNID0108770535,5608.04,C,2024-11-07
2411077858197660,SYNID0102165741,1967.33,C,2024-11-07
2411075148413866,SYNID0200917657,4175.3,D,2024-11-07
2411075694124244,SYNID0108967642,2093.29,C,2024-11-07
2411072996157782,SYNID0108770535,12855.1,C,2024-11-07
2411073652012472,SYNID0200639724,2728.47,D,2024-11-07
2411073428141981,SYNID0200192167,2126.17,D,2024-11-07
2411073662771144,SYNID0105890772,3254.18,C,2024-11-07
2411076005774282,SYNID0200789296,191417.35,D,2024-11-07
2411071612599886,SYNID0103798074,7315.44,C,2024-11-07
2411074525651144,SYNID0200192167,52166.86,D,2024-11-07
2411074009239130,SYNID0200494373,1487.89,D,2024-11-07
2411071747582294,SYNID0108942458,1375.21,C,2024-11-07
2411089632725971,SYNID0200917657,2584.29,D,2024-11-08
2411082912881509,SYNID0103180351,8276.14,C,2024-11-08
2411085080343172,SYNID0200264413,138.9,C,2024-11-08
2411080870003158,SYNID0200243928,2163.6,D,2024-11-08
2411085077944082,SYNID0200806649,17256.43,D,2024-11-08
2411083349971235,SYNID0102348030,203032.18,C,2024-11-08
2411080510979217,SYNID0101351635,4023.42,C,2024-11-08
2411086727372107,SYNID0200917657,2465.21,D,2024-11-08
2411088315380182,SYNID0200155033,74760.59,C,2024-11-08
2411085581227693,SYNID0105776196,74.51,C,2024-11-08
